DATE,TIME,PICK UP ADDRESS
9/4/2014,1:32:00 AM, 541 Isham St NYC
9/4/2014,1:34:00 AM,floridita restaurant  nw 10 Ave NYC
9/4/2014,1:37:00 AM," 1365 Sheridan Ave Morrisania, BX"
9/4/2014,1:38:00 AM, 115 Vermilyea Ave NYC
9/4/2014,1:40:00 AM,base 4980 Broadway NYC
9/4/2014,1:45:00 AM," 3044 Albany Cres Kingsbridge, BX"
9/4/2014,1:45:00 AM, 740 Riverside Dr NYC
9/4/2014,1:46:00 AM, 2999 Frederick Douglass Blvd NYC
9/4/2014,1:52:00 AM," 2663 Heath Ave Kingsbridge, BX"
9/4/2014,1:59:00 AM," 3708 Riverdale Ave Kingsbridge, BX"
9/4/2014,2:02:00 AM," 2558 Creston Ave Jerome, BX"
9/4/2014,2:03:00 AM,"timarin 3708 Riverdale Ave Kingsbridge, BX"
9/4/2014,2:04:00 AM, 420 W 206 St NYC
9/4/2014,2:07:00 AM, 561 W 144 St NYC
9/4/2014,2:07:00 AM, 605 W 175 St NYC
9/4/2014,2:08:00 AM, 170 Vermilyea Ave NYC
9/4/2014,2:10:00 AM, 30 Park Ter E NYC
9/4/2014,2:11:00 AM, 5535 Broadway Bronx
9/4/2014,2:16:00 AM, 661 W 179 St NYC
9/4/2014,2:24:00 AM,guadalupe restaurant 595 W 207 St NYC
9/4/2014,2:31:00 AM, 639 W 207 St NYC
9/4/2014,2:38:00 AM,base 4980 Broadway NYC
9/4/2014,2:39:00 AM,"salida 229th st 2840 Bailey Ave Kingsbridge, BX"
9/4/2014,2:39:00 AM, 165 Sherman Ave NYC
9/4/2014,2:40:00 AM, 17 Post Ave NYC
9/4/2014,2:41:00 AM, 1 Bogardus Pl NYC
9/4/2014,2:56:00 AM, 1353 Edward L Grant Hwy Bronx
9/4/2014,2:57:00 AM,liffy 2 bar 5009 Broadway NYC
9/4/2014,2:58:00 AM, 65 Park Ter W NYC
9/4/2014,2:59:00 AM, 3950 10 Ave NYC
9/4/2014,3:01:00 AM,made in mexico  nw 10 Ave NYC
9/4/2014,3:05:00 AM, 18 Jacobus Pl NYC
9/4/2014,3:08:00 AM, 3959 Broadway NYC
9/4/2014,3:11:00 AM," 3191 Rochambeau Ave Williamsbridge, BX"
9/4/2014,3:12:00 AM, 189 Sherman Ave NYC
9/4/2014,3:16:00 AM," 228 Naples Ter Kingsbridge, BX"
9/4/2014,3:18:00 AM, 121 Sherman Ave NYC
9/4/2014,3:27:00 AM, 263 W 152 St NYC
9/4/2014,3:32:00 AM, 101 W 147 St NYC
9/4/2014,3:39:00 AM, 536 Isham St NYC
9/4/2014,3:43:00 AM, 221 Sherman Ave NYC
9/4/2014,3:44:00 AM, 235 E 83 St NYC
9/4/2014,3:46:00 AM, 653 9 Ave NYC
9/4/2014,3:53:00 AM, 121 Post Ave NYC
9/4/2014,3:55:00 AM," 2015 University Ave Morris Heights, BX"
9/4/2014,3:59:00 AM, 72 Vermilyea Ave NYC
9/4/2014,4:00:00 AM, 595 W 207 St NYC
9/4/2014,4:01:00 AM, 589 Fort Washington Ave NYC
9/4/2014,4:06:00 AM,base 4980 Broadway NYC
9/4/2014,4:07:00 AM, 3170 Broadway NYC
9/4/2014,4:07:00 AM, 514 W 211 St NYC
9/4/2014,4:10:00 AM, 530 Isham St NYC
9/4/2014,4:12:00 AM, 44 Seaman Ave NYC
9/4/2014,4:17:00 AM, 531 W 211 St NYC
9/4/2014,4:18:00 AM,mimosa 263 Sherman Ave NYC
9/4/2014,4:18:00 AM,mimosa 263 Sherman Ave NYC
9/4/2014,4:20:00 AM, 151 Nagle Ave NYC
9/4/2014,4:21:00 AM, 81 Seaman Ave NYC
9/4/2014,4:27:00 AM,base 4980 Broadway NYC
9/4/2014,4:27:00 AM, 260 Seaman Ave NYC
9/4/2014,4:27:00 AM, 603 W 184 St NYC
9/4/2014,4:32:00 AM, 190 Nagle Ave NYC
9/4/2014,4:33:00 AM, 590 W 204 St NYC
9/4/2014,4:37:00 AM, 190 Nagle Ave NYC
9/4/2014,4:41:00 AM, 514 W 211 St NYC
9/4/2014,4:42:00 AM, 603 W 184 St NYC
9/4/2014,4:43:00 AM, 47 W 66 St NYC
9/4/2014,4:49:00 AM, 870 St Nicholas Ave NYC
9/4/2014,4:50:00 AM, 116 Sherman Ave NYC
9/4/2014,4:52:00 AM, 671 W 193 St NYC
9/4/2014,4:54:00 AM, 3410 Kingsbridge Ave Bronx
9/4/2014,4:54:00 AM,french rose diner  nw Broadway NYC
9/4/2014,4:56:00 AM, 1003 Grant Ave Bronx
9/4/2014,5:02:00 AM, 238 Fort Washington Ave NYC
9/4/2014,5:04:00 AM, 70 Haven Ave NYC
9/4/2014,5:06:00 AM, 14 Sickles St NYC
9/4/2014,5:07:00 AM, 615 W 162 St NYC
9/4/2014,5:13:00 AM, 1003 Grant Ave Bronx
9/4/2014,5:15:00 AM, 230 W 147 St New York
9/4/2014,5:15:00 AM, 3349 Hull Ave Bronx
9/4/2014,5:18:00 AM," 20 Richman Plz Morris Heights, BX"
9/4/2014,5:18:00 AM, 66 Vermilyea Ave NYC
9/4/2014,5:19:00 AM,CON CREDIT CARD  43 Fort Charles Pl NYC
9/4/2014,5:20:00 AM, 61 Vermilyea Ave NYC
9/4/2014,5:20:00 AM, 40 Sherman Ave NYC
9/4/2014,5:29:00 AM, 45 Thayer St NYC
9/4/2014,5:30:00 AM, 170 Nagle Ave NYC
9/4/2014,5:30:00 AM, 40 Richman Plz Bronx
9/4/2014,5:31:00 AM, 420 W 206 St NYC
9/4/2014,5:32:00 AM," 2680 Heath Ave Kingsbridge, BX"
9/4/2014,5:35:00 AM," 2500 Webb Ave Jerome, BX"
9/4/2014,5:45:00 AM, 192 Nagle Ave NYC
9/4/2014,5:45:00 AM, 145 Edgecombe Ave NYC
9/4/2014,5:47:00 AM, 238 Fort Washington Ave NYC
9/4/2014,5:48:00 AM, 523 W 152 St NYC
9/4/2014,5:49:00 AM,"DINER  NW Broadway Kingsbridge, BX"
9/4/2014,5:49:00 AM," 3045 Godwin Ter Kingsbridge, BX"
9/4/2014,5:50:00 AM, 1508 Amsterdam Ave NYC
9/4/2014,5:53:00 AM, 4455 Broadway NYC
9/4/2014,5:54:00 AM,base 4980 Broadway NYC
9/4/2014,5:55:00 AM,CON CREDIT CARDF  83 Post Ave NYC
9/4/2014,5:57:00 AM, 615 Fort Washington Ave NYC
9/4/2014,5:59:00 AM, 67 Park Ter E NYC
9/4/2014,6:00:00 AM, 1-11 Marble Hill Ave NYC
9/4/2014,6:00:00 AM, 67 Park Ter E NYC
9/4/2014,6:00:00 AM, 183 Pinehurst Ave New York
9/4/2014,6:01:00 AM,base 4980 Broadway NYC
9/4/2014,6:01:00 AM,"starbucks coffee ne Johnson Ave Kingsbridge, BX"
9/4/2014,6:02:00 AM, 541 Isham St NYC
9/4/2014,6:04:00 AM,CREDIT CARD 121 Seaman Ave NYC
9/4/2014,6:06:00 AM, 509 W 212 St NYC
9/4/2014,6:08:00 AM, 70 Park Ter E NYC
9/4/2014,6:08:00 AM,por academy st 4841 Broadway NYC
9/4/2014,6:10:00 AM, 2840 Bailey Ave Bronx
9/4/2014,6:10:00 AM," 1923 Hennessy Pl Morris Heights, BX"
9/4/2014,6:12:00 AM, 98 Thayer St NYC
9/4/2014,6:13:00 AM, 1795 Riverside Dr NYC
9/4/2014,6:14:00 AM,credit card 1326 Riverside Dr NYC
9/4/2014,6:15:00 AM,hotel  2296 Frederick Douglass Blvd NEW YORK
9/4/2014,6:16:00 AM, 581 Academy St NYC
9/4/2014,6:16:00 AM, 267 W 152 St NYC
9/4/2014,6:17:00 AM, 714 W 181 St NYC
9/4/2014,6:17:00 AM, 100 Park Ter W NYC
9/4/2014,6:22:00 AM, 575 W 172 St NYC
9/4/2014,6:22:00 AM," 3636 Fieldston Rd Kingsbridge, BX"
9/4/2014,6:23:00 AM," 1125 University Ave High Bridge, BX"
9/4/2014,6:23:00 AM, 55 Overlook Ter NYC
9/4/2014,6:26:00 AM, 2525 Amsterdam Ave NYC
9/4/2014,6:29:00 AM, 2830 Sedgwick Ave Bronx
9/4/2014,6:29:00 AM, 119 Payson Ave NYC
9/4/2014,6:30:00 AM, 65 Park Ter W NYC
9/4/2014,6:30:00 AM, 251 Seaman Ave NYC
9/4/2014,6:30:00 AM," 8506 96th St Woodhaven, QU"
9/4/2014,6:30:00 AM, 1070 Havemeyer Ave Bronx
9/4/2014,6:30:00 AM," 2275 Randall Ave Clason Point, BX"
9/4/2014,6:31:00 AM,credicard 4861 Broadway NYC
9/4/2014,6:31:00 AM, 25 W 132 St NYC
9/4/2014,6:32:00 AM, 65 Park Ter E NYC
9/4/2014,6:34:00 AM," 3555 Oxford Ave Kingsbridge, BX"
9/4/2014,6:35:00 AM, 67 Park Ter E NYC
9/4/2014,6:40:00 AM, 10 Park Ter E NYC
9/4/2014,6:41:00 AM,"on the corner of kappock 2550 Independance Ave Kingsbridge, BX"
9/4/2014,6:42:00 AM, 125 Post Ave NYC
9/4/2014,6:43:00 AM," 1981 Sedgwick Ave Morris Heights, BX"
9/4/2014,6:43:00 AM,compare  3815 9 Ave NYC
9/4/2014,6:44:00 AM, 616 W 207 St NYC
9/4/2014,6:44:00 AM, 101 Cooper St NYC
9/4/2014,6:44:00 AM, 2374 Amsterdam Ave NYC
9/4/2014,6:45:00 AM, 340 Haven Ave NYC
9/4/2014,6:45:00 AM, 72 Seaman Ave NYC
9/4/2014,6:45:00 AM, 940 Amsterdam Ave New York
9/4/2014,6:46:00 AM, 245 Seaman Ave NYC
9/4/2014,6:46:00 AM, 98 Vermilyea Ave NYC
9/4/2014,6:48:00 AM,credicard 269 Bennett Ave NYC
9/4/2014,6:49:00 AM, 1793 Riverside Dr NYC
9/4/2014,6:49:00 AM," 144 Van Cortlandt Park S Kingsbridge, BX"
9/4/2014,6:49:00 AM, 95 Park Ter E NYC
9/4/2014,6:50:00 AM, 2680 HEATH AVE  Bronx
9/4/2014,6:51:00 AM, 33 Indian Rd NYC
9/4/2014,6:51:00 AM, 720 Lenox Ave NYC
9/4/2014,6:53:00 AM, 20 Laurel Hill Ter NYC
9/4/2014,6:53:00 AM," 2721 Heath Ave Kingsbridge, BX"
9/4/2014,6:53:00 AM, 41 Park Ter W NYC
9/4/2014,6:53:00 AM, 5240 Broadway NYC
9/4/2014,6:58:00 AM, 302 W 152 St NYC
9/4/2014,6:59:00 AM," 3050 Fairfield Ave Kingsbridge, BX"
9/4/2014,7:00:00 AM, 552 W 146 St NYC
9/4/2014,7:00:00 AM, 488 E 163rd St Bronx
9/4/2014,7:00:00 AM, 656 W 162 St NYC
9/4/2014,7:02:00 AM, 73 Ellwood St NYC
9/4/2014,7:03:00 AM, 3224 Johnson Ave Bronx
9/4/2014,7:05:00 AM," 3100 Heath Ave Kingsbridge, BX"
9/4/2014,7:08:00 AM," 3340 Fort Independence St Kingsbridge, BX"
9/4/2014,7:09:00 AM, 575 W 189 St NYC
9/4/2014,7:10:00 AM,dun king dunut ne Amsterdam Ave NYC
9/4/2014,7:11:00 AM,base 4980 Broadway NYC
9/4/2014,7:11:00 AM,parking lot  154 Post Ave NYC
9/4/2014,7:11:00 AM, 25 Indian Rd NYC
9/4/2014,7:12:00 AM, 600 Academy St NYC
9/4/2014,7:13:00 AM, 10 Adrian Ave NYC
9/4/2014,7:14:00 AM, 10 Park Ter E NYC
9/4/2014,7:14:00 AM," 6065 Broadway Riverdale, BX"
9/4/2014,7:14:00 AM, 75 Park Ter E NYC
9/4/2014,7:15:00 AM, 600 Academy St NYC
9/4/2014,7:15:00 AM," 3800 Independence Ave Kingsbridge, BX"
9/4/2014,7:15:00 AM,base 4980 Broadway NYC
9/4/2014,7:15:00 AM, 210 Sherman Ave New York
9/4/2014,7:16:00 AM, 125 Seaman Ave NYC
9/4/2014,7:16:00 AM, 121 Sherman Ave NYC
9/4/2014,7:17:00 AM, 1439 Amsterdam Ave NYC
9/4/2014,7:17:00 AM," 3433 Dekalb Ave Williamsbridge, BX"
9/4/2014,7:18:00 AM, 5025 Broadway NYC
9/4/2014,7:19:00 AM, 127 Vermilyea Ave NYC
9/4/2014,7:19:00 AM, 306 W 114 St NYC
9/4/2014,7:19:00 AM, 11 Hillside Ave NYC
9/4/2014,7:19:00 AM, 176 Nagle Ave NYC
9/4/2014,7:20:00 AM, 130 W 111 St NYC
9/4/2014,7:20:00 AM," 3119 Bailey Ave Kingsbridge, BX"
9/4/2014,7:20:00 AM," 3965 Sedgwick Ave Kingsbridge, BX"
9/4/2014,7:21:00 AM,floridita rest nw 10 Ave NYC
9/4/2014,7:21:00 AM, 3758 10 Ave NYC
9/4/2014,7:22:00 AM, 623 W 204 St NYC
9/4/2014,7:22:00 AM, 505 W 211 St NYC
9/4/2014,7:22:00 AM, 647 W 207 St NYC
9/4/2014,7:22:00 AM, 121 Sherman Ave NYC
9/4/2014,7:23:00 AM, 1326 Riverside Dr NYC
9/4/2014,7:25:00 AM, 248 Sherman Ave NYC
9/4/2014,7:25:00 AM, 675 Academy St NYC
9/4/2014,7:26:00 AM, 481 Fort Washington Ave NYC
9/4/2014,7:27:00 AM, 22 Convent Ave NYC
9/4/2014,7:27:00 AM,"por riverdale ave, parqueoel parkeo 2750 Johnson Ave Kingsbridge, BX"
9/4/2014,7:27:00 AM, 220 Wadsworth Ave NYC
9/4/2014,7:28:00 AM, 3103 Heath Ave Bronx
9/4/2014,7:28:00 AM, 24 Arden St NYC
9/4/2014,7:28:00 AM, 272 Sherman Ave NYC
9/4/2014,7:30:00 AM, 3260   Henry Hudson Pkwy NYC
9/4/2014,7:30:00 AM, 674 Rhinelander Ave Bronx
9/4/2014,7:30:00 AM,212-568-0238 home 100 Fort Washington Ave New York
9/4/2014,7:30:00 AM," 111-11 153rd St Jamaica, QU"
9/4/2014,7:30:00 AM, 431 E 102 St NYC
9/4/2014,7:31:00 AM, 666 W 207 St NYC
9/4/2014,7:32:00 AM, 545 W 133 St NYC
9/4/2014,7:32:00 AM,c town ne Broadway NYC
9/4/2014,7:32:00 AM, 762 Riverside Dr NYC
9/4/2014,7:33:00 AM, 4848 Broadway NYC
9/4/2014,7:33:00 AM, 1 Bennett Ave NYC
9/4/2014,7:34:00 AM, 114 W 183 St Bronx
9/4/2014,7:34:00 AM, 603 Isham St NYC
9/4/2014,7:34:00 AM, 560 Isham St NYC
9/4/2014,7:34:00 AM," 3926 Orloff Ave Kingsbridge, BX"
9/4/2014,7:34:00 AM, 880 W 181 St NYC
9/4/2014,7:34:00 AM,scuela ne Broadway NYC
9/4/2014,7:35:00 AM,tina 503 W 207 St NYC
9/4/2014,7:35:00 AM, 235 Seaman Ave NYC
9/4/2014,7:35:00 AM, 40 East 169th St Bronx
9/4/2014,7:35:00 AM, 235 Seaman Ave NYC
9/4/2014,7:35:00 AM, 235 Seaman Ave NYC
9/4/2014,7:35:00 AM, 230 Seaman Ave NYC
9/4/2014,7:36:00 AM,"td bank nw W 230th St Kingsbridge, BX"
9/4/2014,7:36:00 AM," 1475 Walton Ave High Bridge, BX"
9/4/2014,7:36:00 AM, 515 W 122 St NYC
9/4/2014,7:36:00 AM," 2721 Heath Ave Kingsbridge, BX"
9/4/2014,7:36:00 AM, 600 W 218 St NYC
9/4/2014,7:37:00 AM," 3097 3rd Ave Cortlandt, BX"
9/4/2014,7:40:00 AM, 690 Academy St NYC
9/4/2014,7:40:00 AM, 128 Seaman Ave NYC
9/4/2014,7:41:00 AM, 57 Cooper St NYC
9/4/2014,7:42:00 AM, 825 W 179 St NYC
9/4/2014,7:42:00 AM, 5085 Broadway NYC
9/4/2014,7:42:00 AM, 653 Crotona Park N Bronx
9/4/2014,7:42:00 AM, 722 W 168 St NYC
9/4/2014,7:42:00 AM, 400 Manhattan Ave NYC
9/4/2014,7:42:00 AM, 89 Thayer St NYC
9/4/2014,7:43:00 AM," 3636 Fieldston Rd Kingsbridge, BX"
9/4/2014,7:43:00 AM, 153 Seaman Ave NYC
9/4/2014,7:43:00 AM, 1 FORDHAM HILL Bronx
9/4/2014,7:43:00 AM, 3555 Oxford Ave Bronx
9/4/2014,7:44:00 AM," 2489 Tiebout Ave Fordham, BX"
9/4/2014,7:44:00 AM," 3004 Albany Cres Kingsbridge, BX"
9/4/2014,7:45:00 AM, 248 Nagle Ave NYC
9/4/2014,7:45:00 AM, 611 Academy St NYC
9/4/2014,7:45:00 AM," 1202 Spofford Ave Hunts Point, BX"
9/4/2014,7:45:00 AM," 37 N 5th Ave MOUNT VERNON, NY."
9/4/2014,7:45:00 AM," 550 E 147th St South Bronx, BX"
9/4/2014,7:45:00 AM, 1224 Tinton Ave Bronx
9/4/2014,7:45:00 AM, 744 Beck St Bronx
9/4/2014,7:45:00 AM, 535 Edgecombe Ave New York
9/4/2014,7:45:00 AM," 3063 Hull Ave Williamsbridge, BX"
9/4/2014,7:46:00 AM, 1334 Riverside Dr NYC
9/4/2014,7:49:00 AM, 65 Park Ter W NYC
9/4/2014,7:49:00 AM, 3408 Giles Place Bronx
9/4/2014,7:49:00 AM, 4441 Broadway NYC
9/4/2014,7:49:00 AM, 450 W 33 St NYC
9/4/2014,7:50:00 AM, 570 W 204 St NYC
9/4/2014,7:52:00 AM," 3560 Netherland Ave Kingsbridge, BX"
9/4/2014,7:53:00 AM, 60 Seaman Ave NYC
9/4/2014,7:53:00 AM, 65 Seaman Ave NYC
9/4/2014,7:54:00 AM," 1353 Clay Ave Morrisania, BX"
9/4/2014,7:54:00 AM, 89 Thayer St NYC
9/4/2014,7:54:00 AM," 3120 Kingsbridge Ave Kingsbridge, BX"
9/4/2014,7:54:00 AM, 222 Seaman Ave NYC
9/4/2014,7:55:00 AM," 2820 Bailey Ave Kingsbridge, BX"
9/4/2014,7:56:00 AM, 533 W 147 St NYC
9/4/2014,7:56:00 AM, 546 Isham St NYC
9/4/2014,7:56:00 AM," 3816 Review Pl Kingsbridge, BX"
9/4/2014,7:57:00 AM, 2850 Webb Ave Bronx
9/4/2014,7:57:00 AM," 2831 Exterior St Kingsbridge, BX"
9/4/2014,7:57:00 AM, 639 W 204 St NYC
9/4/2014,7:58:00 AM, 2680 Heath Ave Bronx
9/4/2014,7:59:00 AM, 11 Fort George Hill NYC
9/4/2014,7:59:00 AM, 110 Post Ave NYC
9/4/2014,7:59:00 AM," 1530 Plimpton Ave High Bridge, BX"
9/4/2014,7:59:00 AM, 86 Thayer St NYC
9/4/2014,7:59:00 AM, 247 Wadsworth Ave NYC
9/4/2014,8:00:00 AM, 38 Post Ave NYC
9/4/2014,8:00:00 AM, 76 Adrian Ave NYC
9/4/2014,8:00:00 AM, 519 Tulfan Ter Bronx
9/4/2014,8:00:00 AM," 741 Coster St Hunts Point, BX"
9/4/2014,8:00:00 AM, 850 Longwood Ave Bronx
9/4/2014,8:00:00 AM, 429 W 58th St New York
9/4/2014,8:00:00 AM, 2340 Beaumont Ave Bronx
9/4/2014,8:00:00 AM, 1871 Schieffelin Pl Bronx
9/4/2014,8:00:00 AM, 545 W 126 St New York
9/4/2014,8:00:00 AM,Village Care Assisted Living 510 W 46 St New York
9/4/2014,8:00:00 AM, 1048 Boynton Ave Bronx
9/4/2014,8:00:00 AM, 691 E 138th St Bronx
9/4/2014,8:00:00 AM, 870 Rosedale Ave Bronx
9/4/2014,8:00:00 AM," 1212 Grant Ave Morrisania, BX"
9/4/2014,8:00:00 AM,Elevator 77 Cooper St New York
9/4/2014,8:00:00 AM," 890 Courtlandt Ave Cortlandt, BX"
9/4/2014,8:00:00 AM, 733 Amsterdam Ave NYC
9/4/2014,8:00:00 AM," 1521 White Plains Rd Parkchester, BX"
9/4/2014,8:00:00 AM," 2327 Southern Blvd Westfarms, BX"
9/4/2014,8:01:00 AM, 50 Overlook Ter NYC
9/4/2014,8:01:00 AM, 1793 Riverside Dr NYC
9/4/2014,8:01:00 AM, 1795 Riverside Dr NYC
9/4/2014,8:01:00 AM, 261 Seaman Ave NYC
9/4/2014,8:03:00 AM,cretdicard 75 Park Ter E NYC
9/4/2014,8:03:00 AM,base 4980 Broadway NYC
9/4/2014,8:04:00 AM, 65 W 192nd St NYC
9/4/2014,8:04:00 AM, 147 Sherman Ave NYC
9/4/2014,8:05:00 AM, bus Fort Washington Ave NYC
9/4/2014,8:05:00 AM,chase . W 207 St NYC
9/4/2014,8:05:00 AM," 3640 Johnson Ave Kingsbridge, BX"
9/4/2014,8:05:00 AM,credit card 740 W 187 St NYC
9/4/2014,8:06:00 AM, 240 Nagle Ave NYC
9/4/2014,8:06:00 AM,base 4980 Broadway NYC
9/4/2014,8:06:00 AM, 57 W 84 St NYC
9/4/2014,8:07:00 AM, 425 W 25 St New York
9/4/2014,8:08:00 AM, 565 W 215 St NYC
9/4/2014,8:08:00 AM, 3765 Riverdale Ave Bronx
9/4/2014,8:09:00 AM, 428 Saint Nicholas Ave NYC
9/4/2014,8:11:00 AM, 420 W 206 St NYC
9/4/2014,8:11:00 AM, 5025 Broadway NYC
9/4/2014,8:11:00 AM,por hora 450 W 33 St NYC
9/4/2014,8:12:00 AM, 501 W 214 St NYC
9/4/2014,8:12:00 AM," 3408 Giles Pl Kingsbridge, BX"
9/4/2014,8:12:00 AM, 133 Morningside Ave NYC
9/4/2014,8:12:00 AM, 390 Wadsworth Ave NYC
9/4/2014,8:13:00 AM, 3758 10 Ave NYC
9/4/2014,8:13:00 AM, 802 W 190 St NYC
9/4/2014,8:13:00 AM, 3400 Paul Ave Bronx
9/4/2014,8:13:00 AM,hotel  2296 Frederick Douglass Blvd NEW YORK
9/4/2014,8:15:00 AM, 4225 Carpenter Ave Bronx
9/4/2014,8:15:00 AM, 159-64 Harlem River Dr New York
9/4/2014,8:15:00 AM," 3377 White Plains Rd Williamsbridge, BX"
9/4/2014,8:16:00 AM," 2831 Dewey Ave Throgs Neck, BX"
9/4/2014,8:16:00 AM, 20 W 115 St NYC
9/4/2014,8:16:00 AM, 252 Wadsworth Ave NYC
9/4/2014,8:16:00 AM, 25 Cumming St NYC
9/4/2014,8:17:00 AM,base 4980 Broadway NYC
9/4/2014,8:20:00 AM,indian rd cafe 600 W 218 St NYC
9/4/2014,8:20:00 AM, 425 E 58 St NYC
9/4/2014,8:21:00 AM,por hora 450 W 33 St NYC
9/4/2014,8:23:00 AM,base 4980 Broadway NYC
9/4/2014,8:24:00 AM, 115 Payson Ave NYC
9/4/2014,8:25:00 AM, 2678 Bailey Ave Bronx
9/4/2014,8:25:00 AM, 252 Wadsworth Ave NYC
9/4/2014,8:25:00 AM, 910 Riverside Dr NYC
9/4/2014,8:27:00 AM, 159 W 228 St NYC
9/4/2014,8:27:00 AM," 3231 Riverdale Ave Kingsbridge, BX"
9/4/2014,8:28:00 AM, 155 E 52 St NYC
9/4/2014,8:28:00 AM, 282 Cabrini Blvd NYC
9/4/2014,8:29:00 AM, 601 W 135 St NYC
9/4/2014,8:29:00 AM, 43 Sickles St NYC
9/4/2014,8:29:00 AM, 201 West Kingsbridge Rd Bronx
9/4/2014,8:29:00 AM, 2-12 Sickles St NYC
9/4/2014,8:30:00 AM," 226 W 242nd St Riverdale, BX"
9/4/2014,8:30:00 AM,"con gps 1625 Bathgate Ave Tremont, BX"
9/4/2014,8:30:00 AM, 76 Adrian Ave NYC
9/4/2014,8:30:00 AM, 1635 Lexington Ave NYC
9/4/2014,8:30:00 AM, 1595 Madison Ave NYC
9/4/2014,8:30:00 AM,Academy 66 Vermilyea Ave New York
9/4/2014,8:30:00 AM," 1700 Hoe Ave Westfarms, BX"
9/4/2014,8:30:00 AM, 306 E 117 St NYC
9/4/2014,8:30:00 AM, 1385 5 Ave NYC
9/4/2014,8:30:00 AM, 3150 Broadway NYC
9/4/2014,8:30:00 AM," 138-49 Elder Ave Flushing, QU"
9/4/2014,8:30:00 AM, 2430 Adam Clayton Powell Jr Blvd NYC
9/4/2014,8:30:00 AM, 1 EDGEWATER ST Staten Island
9/4/2014,8:30:00 AM, 448 W 153 St New York
9/4/2014,8:30:00 AM," 1075 Dr Martin Luther King Jr Blvd High Bridge, BX"
9/4/2014,8:30:00 AM," 2323 Barnes Ave Williamsbridge, BX"
9/4/2014,8:31:00 AM, 142 Laurel Hill Ter NYC
9/4/2014,8:33:00 AM, 133 Seaman Ave NYC
9/4/2014,8:33:00 AM, 140 Seaman Ave NYC
9/4/2014,8:33:00 AM,riverdale city grill nw Riverdale Ave Bronx
9/4/2014,8:34:00 AM, 700 Fort Washington Ave NYC
9/4/2014,8:34:00 AM, 510 W 218 St NYC
9/4/2014,8:34:00 AM, 60 W 104 St NYC
9/4/2014,8:34:00 AM," 3725 Blackstone Ave Kingsbridge, BX"
9/4/2014,8:34:00 AM, 93 Pitt St NYC
9/4/2014,8:35:00 AM, 3333 Broadway New York
9/4/2014,8:35:00 AM, 580 W 176 St NYC
9/4/2014,8:36:00 AM, 168 Sherman Ave NYC
9/4/2014,8:37:00 AM, 70 Park Ter E NYC
9/4/2014,8:37:00 AM, 523 W 187 St NYC
9/4/2014,8:37:00 AM, 659 W 162 St NYC
9/4/2014,8:37:00 AM," 1922 Hennessy Pl Morris Heights, BX"
9/4/2014,8:37:00 AM," 1624 Dr Martin Luther King Jr Blvd Morris Heights, BX"
9/4/2014,8:38:00 AM," 950 Jennings St Westfarms, BX"
9/4/2014,8:38:00 AM, 4395 Broadway NYC
9/4/2014,8:38:00 AM, 98 Vermilyea Ave NYC
9/4/2014,8:39:00 AM, 30 Park Ter E NYC
9/4/2014,8:41:00 AM, 605 W 184 St NYC
9/4/2014,8:42:00 AM,credit card 217 W 127 St NYC
9/4/2014,8:43:00 AM, 171   Audubon Ave NYC
9/4/2014,8:43:00 AM, 502 W 213 St NYC
9/4/2014,8:43:00 AM, 51 W 86 St NYC
9/4/2014,8:43:00 AM, 19 Dongan Pl NYC
9/4/2014,8:43:00 AM,credit card 106 Fort Washington Ave NYC
9/4/2014,8:44:00 AM," 3255 Cambridge Ave Kingsbridge, BX"
9/4/2014,8:45:00 AM, 325 E 115th St New York
9/4/2014,8:45:00 AM, 150 Vermilyea Ave New York
9/4/2014,8:45:00 AM, 4441 Broadway New York
9/4/2014,8:45:00 AM, 150 W 225 St NYC
9/4/2014,8:45:00 AM,347-316-1185 cell 2330 2nd Ave New York
9/4/2014,8:45:00 AM," 1105 Morrison Ave Soundview, BX"
9/4/2014,8:45:00 AM," 117-31 125th St South Ozone Park, QU"
9/4/2014,8:46:00 AM, 580 West 215 St NYC
9/4/2014,8:46:00 AM," 2545 Sedgwick Ave Jerome, BX"
9/4/2014,8:46:00 AM, 77 Payson Ave NYC
9/4/2014,8:46:00 AM, 140 Seaman Ave NYC
9/4/2014,8:50:00 AM," 3064 Bailey Ave Kingsbridge, BX"
9/4/2014,8:50:00 AM," 1981 Sedgwick Ave Morris Heights, BX"
9/4/2014,8:51:00 AM," 650 Buttrick Ave Throgs Neck, BX"
9/4/2014,8:52:00 AM, 218 E 101 St NYC
9/4/2014,8:52:00 AM," 1865 University Ave Morris Heights, BX"
9/4/2014,8:52:00 AM, 77 Cooper St NYC
9/4/2014,8:53:00 AM, 1 Adrian Ave Bronx
9/4/2014,8:53:00 AM," 3822 Bailey Ave Kingsbridge, BX"
9/4/2014,8:56:00 AM, 195 Nagle Ave NYC
9/4/2014,8:57:00 AM, 62 Park Ter W NYC
9/4/2014,8:57:00 AM, 305 W 86 St NYC
9/4/2014,8:58:00 AM, 110 Seaman Ave NYC
9/4/2014,8:59:00 AM, 583 W 215 St NYC
9/4/2014,8:59:00 AM, 4915 Broadway NYC
9/4/2014,8:59:00 AM," 2260 University Ave Jerome, BX"
9/4/2014,9:00:00 AM,suv 245 Seaman Ave NYC
9/4/2014,9:00:00 AM, 3119 Webster Ave Bronx
